1	175.34	122.04	30.251	34.572	two	2
1	190.46	226.84	54.019	50.778	three	1
2	176.42	122.31	31.196	33.762	two	2
2	191.68	225.9	54.019	50.778	three	1
3	177.5	122.58	32.141	32.952	two	2
3	192.89	224.95	54.019	50.778	three	1
4	178.58	122.85	33.087	32.141	two	2
4	194.11	224	54.019	50.778	three	1
5	179.66	123.12	34.032	31.331	two	2
5	195.32	223.06	54.019	50.778	three	1
6	180.74	123.39	34.977	30.521	two	2
6	196.54	222.11	54.019	50.778	three	1
7	181.82	123.66	35.923	29.711	two	2
7	197.75	221.17	54.019	50.778	three	1
8	182.9	123.93	36.868	28.9	two	2
8	198.97	220.22	54.019	50.778	three	1
9	183.98	124.2	37.814	28.09	two	2
9	200.18	219.28	54.019	50.778	three	1
10	185.78	124.2	37.814	28.09	two	2
10	201.27	218.8	54.019	50.778	three	1
11	187.58	124.2	37.814	28.09	two	2
11	202.35	218.32	54.019	50.778	three	1
12	189.38	124.2	37.814	28.09	two	2
12	203.43	217.84	54.019	50.778	three	1
13	191.18	124.2	37.814	28.09	two	2
13	204.51	217.36	54.019	50.778	three	1
14	192.98	124.2	37.814	28.09	two	2
14	205.59	216.88	54.019	50.778	three	1
15	194.78	124.2	37.814	28.09	two	2
15	206.67	216.4	54.019	50.778	three	1
16	196.58	124.2	37.814	28.09	two	2
16	207.75	215.92	54.019	50.778	three	1
17	198.38	124.2	37.814	28.09	two	2
17	208.83	215.44	54.019	50.778	three	1
18	200.18	124.2	37.814	28.09	two	2
18	209.91	214.96	54.019	50.778	three	1
19	202.51	124.2	37.73	28.09	two	2
19	211.49	214.29	53.853	50.778	three	1
20	204.84	124.2	37.647	28.09	two	2
20	213.07	213.63	53.687	50.778	three	1
21	207.17	124.2	37.564	28.09	two	2
21	214.65	212.96	53.521	50.778	three	1
22	209.49	124.2	37.481	28.09	two	2
22	216.22	212.3	53.354	50.778	three	1
23	211.82	124.2	37.398	28.09	two	2
23	217.8	211.63	53.188	50.778	three	1
24	214.15	124.2	37.315	28.09	two	2
24	219.38	210.97	53.022	50.778	three	1
25	216.47	124.2	37.232	28.09	two	2
25	220.96	210.3	52.856	50.778	three	1
26	218.8	124.2	37.149	28.09	two	2
26	222.54	209.64	52.69	50.778	three	1
27	221.13	124.2	37.066	28.09	two	2
27	224.12	208.97	52.523	50.778	three	1
28	223.45	124.2	36.982	28.09	two	2
28	225.7	208.31	52.357	50.778	three	1
29	225.78	124.2	36.899	28.09	two	2
29	227.28	207.64	52.191	50.778	three	1
30	228.11	124.2	36.816	28.09	two	2
30	228.86	206.98	52.025	50.778	three	1
31	230.44	124.2	36.733	28.09	two	2
31	230.44	206.31	51.859	50.778	three	1
32	231.44	123.96	36.733	28.09	two	2
32	230.96	205.79	51.859	50.498	three	1
33	232.44	123.72	36.733	28.09	two	2
33	231.48	205.27	51.859	50.218	three	1
34	233.44	123.48	36.733	28.09	two	2
34	232	204.75	51.859	49.938	three	1
35	234.44	123.24	36.733	28.09	two	2
35	232.52	204.23	51.859	49.658	three	1
36	235.44	123	36.733	28.09	two	2
36	233.04	203.71	51.859	49.378	three	1
37	236.44	122.76	36.733	28.09	two	2
37	233.56	203.19	51.859	49.098	three	1
38	237.44	122.52	36.733	28.09	two	2
38	234.08	202.67	51.859	48.817	three	1
39	238.44	122.28	36.733	28.09	two	2
39	234.6	202.15	51.859	48.537	three	1
40	239.44	122.04	36.733	28.09	two	2
40	235.12	201.63	51.859	48.257	three	1
41	240.44	121.8	36.733	28.09	two	2
41	235.64	201.11	51.859	47.977	three	1
42	241.44	121.56	36.733	28.09	two	2
42	236.16	200.59	51.859	47.697	three	1
43	242.44	121.32	36.733	28.09	two	2
43	236.68	200.07	51.859	47.417	three	1
44	243.44	121.08	36.733	28.09	two	2
44	237.2	199.55	51.859	47.137	three	1
45	244.44	120.84	36.733	28.09	two	2
45	237.72	199.03	51.859	46.857	three	1
46	245.44	120.6	36.733	28.09	two	2
46	238.24	198.51	51.859	46.577	three	1
47	246.44	120.36	36.733	28.09	two	2
47	238.76	197.99	51.859	46.297	three	1
48	247.44	120.12	36.733	28.09	two	2
48	239.28	197.47	51.859	46.016	three	1
49	248.44	119.88	36.733	28.09	two	2
49	239.8	196.95	51.859	45.736	three	1
50	249.44	119.64	36.733	28.09	two	2
50	240.32	196.43	51.859	45.456	three	1
51	250.44	119.4	36.733	28.09	two	2
51	240.84	195.91	51.859	45.176	three	1
52	251.44	119.16	36.733	28.09	two	2
52	241.36	195.39	51.859	44.896	three	1
53	252.44	118.92	36.733	28.09	two	2
53	241.88	194.87	51.859	44.616	three	1
54	253.44	118.68	36.733	28.09	two	2
54	242.4	194.35	51.859	44.336	three	1
55	254.44	118.44	36.733	28.09	two	2
55	242.92	193.83	51.859	44.056	three	1
56	255.44	118.2	36.733	28.09	two	2
56	243.44	193.31	51.859	43.776	three	1
57	256.44	117.96	36.733	28.09	two	2
57	243.96	192.79	51.859	43.496	three	1
58	257.45	117.72	36.733	28.09	two	2
58	244.48	192.27	51.859	43.215	three	1
59	257.15	117.42	36.733	28.09	two	2
59	243.88	191.43	51.859	43.215	three	1
60	256.85	117.12	36.733	28.09	two	2
60	243.28	190.59	51.859	43.215	three	1
61	256.55	116.82	36.733	28.09	two	2
61	242.68	189.75	51.859	43.215	three	1
62	256.24	116.52	36.733	28.09	two	2
62	242.08	188.91	51.859	43.215	three	1
63	255.94	116.22	36.733	28.09	two	2
63	241.48	188.07	51.859	43.215	three	1
64	255.64	115.92	36.733	28.09	two	2
64	240.88	187.23	51.859	43.215	three	1
65	255.34	115.62	36.733	28.09	two	2
65	240.28	186.39	51.859	43.215	three	1
66	255.04	115.32	36.733	28.09	two	2
66	239.68	185.55	51.859	43.215	three	1
67	254.74	115.02	36.733	28.09	two	2
67	239.08	184.71	51.859	43.215	three	1
68	254.44	114.72	36.733	28.09	two	2
68	238.48	183.87	51.859	43.215	three	1
69	254.14	114.42	36.733	28.09	two	2
69	237.88	183.03	51.859	43.215	three	1
70	253.84	114.12	36.733	28.09	two	2
70	237.28	182.18	51.859	43.215	three	1
71	253.54	113.82	36.733	28.09	two	2
71	236.68	181.34	51.859	43.215	three	1
72	253.24	113.52	36.733	28.09	two	2
72	236.08	180.5	51.859	43.215	three	1
73	252.94	113.22	36.733	28.09	two	2
73	235.48	179.66	51.859	43.215	three	1
74	252.64	112.92	36.733	28.09	two	2
74	234.88	178.82	51.859	43.215	three	1
75	252.34	112.62	36.733	28.09	two	2
75	234.28	177.98	51.859	43.215	three	1
76	252.04	112.32	36.733	28.09	two	2
76	233.68	177.14	51.859	43.215	three	1
77	251.08	112.26	36.733	28.09	two	2
77	232.6	176.78	51.859	43.215	three	1
78	250.12	112.2	36.733	28.09	two	2
78	231.52	176.42	51.859	43.215	three	1
79	249.16	112.14	36.733	28.09	two	2
79	230.44	176.06	51.859	43.215	three	1
80	248.2	112.08	36.733	28.09	two	2
80	229.36	175.7	51.859	43.215	three	1
81	247.24	112.02	36.733	28.09	two	2
81	228.27	175.34	51.859	43.215	three	1
82	246.28	111.96	36.733	28.09	two	2
82	227.19	174.98	51.859	43.215	three	1
83	245.32	111.9	36.733	28.09	two	2
83	226.11	174.62	51.859	43.215	three	1
84	244.36	111.84	36.733	28.09	two	2
84	225.03	174.26	51.859	43.215	three	1
85	243.4	111.78	36.733	28.09	two	2
85	223.95	173.9	51.859	43.215	three	1
86	242.44	111.72	36.733	28.09	two	2
86	222.87	173.54	51.859	43.215	three	1
87	241.48	111.66	36.733	28.09	two	2
87	221.79	173.18	51.859	43.215	three	1
88	240.52	111.6	36.733	28.09	two	2
88	220.71	172.82	51.859	43.215	three	1
89	239.56	111.54	36.733	28.09	two	2
89	219.63	172.46	51.859	43.215	three	1
90	238.6	111.48	36.733	28.09	two	2
90	218.55	172.1	51.859	43.215	three	1
91	237.64	111.42	36.733	28.09	two	2
91	217.47	171.74	51.859	43.215	three	1
92	236.68	111.36	36.733	28.09	two	2
92	216.39	171.38	51.859	43.215	three	1
93	235.72	111.3	36.733	28.09	two	2
93	215.31	171.02	51.859	43.215	three	1
94	234.76	111.24	36.733	28.09	two	2
94	214.23	170.66	51.859	43.215	three	1
95	234.27	111.09	36.733	28.09	two	2
95	213.4	170.46	51.859	43.215	three	1
96	233.78	110.94	36.733	28.09	two	2
96	212.56	170.27	51.859	43.215	three	1
97	233.28	110.8	36.733	28.09	two	2
97	211.73	170.07	51.859	43.215	three	1
98	232.79	110.65	36.733	28.09	two	2
98	210.89	169.88	51.859	43.215	three	1
99	232.3	110.5	36.733	28.09	two	2
99	210.06	169.68	51.859	43.215	three	1
100	231.81	110.36	36.733	28.09	two	2
100	209.22	169.48	51.859	43.215	three	1
101	231.32	110.21	36.733	28.09	two	2
101	208.39	169.29	51.859	43.215	three	1
102	230.83	110.06	36.733	28.09	two	2
102	207.55	169.09	51.859	43.215	three	1
103	230.34	109.91	36.733	28.09	two	2
103	206.72	168.89	51.859	43.215	three	1
104	229.85	109.77	36.733	28.09	two	2
104	205.88	168.7	51.859	43.215	three	1
105	229.36	109.62	36.733	28.09	two	2
105	205.05	168.5	51.859	43.215	three	1
106	228.86	109.47	36.733	28.09	two	2
106	204.21	168.3	51.859	43.215	three	1
107	228.37	109.32	36.733	28.09	two	2
107	203.38	168.11	51.859	43.215	three	1
108	227.88	109.18	36.733	28.09	two	2
108	202.54	167.91	51.859	43.215	three	1
109	227.39	109.03	36.733	28.09	two	2
109	201.71	167.71	51.859	43.215	three	1
110	226.9	108.88	36.733	28.09	two	2
110	200.87	167.52	51.859	43.215	three	1
111	226.41	108.74	36.733	28.09	two	2
111	200.04	167.32	51.859	43.215	three	1
112	225.92	108.59	36.733	28.09	two	2
112	199.2	167.12	51.859	43.215	three	1
113	225.43	108.44	36.733	28.09	two	2
113	198.37	166.93	51.859	43.215	three	1
114	224.94	108.29	36.733	28.09	two	2
114	197.53	166.73	51.859	43.215	three	1
115	224.44	108.15	36.733	28.09	two	2
115	196.7	166.54	51.859	43.215	three	1
116	223.95	108	36.733	28.09	two	2
116	195.86	166.34	51.859	43.215	three	1
117	223.87	108.41	36.733	28.09	two	2
117	195.66	166.63	51.859	43.008	three	1
118	223.79	108.83	36.733	28.09	two	2
118	195.45	166.92	51.859	42.8	three	1
119	223.7	109.24	36.733	28.09	two	2
119	195.24	167.21	51.859	42.592	three	1
120	223.62	109.66	36.733	28.09	two	2
120	195.03	167.5	51.859	42.384	three	1
121	223.54	110.08	36.733	28.09	two	2
121	194.82	167.79	51.859	42.177	three	1
122	223.45	110.49	36.733	28.09	two	2
122	194.62	168.08	51.859	41.969	three	1
123	223.37	110.91	36.733	28.09	two	2
123	194.41	168.38	51.859	41.761	three	1
124	223.29	111.32	36.733	28.09	two	2
124	194.2	168.67	51.859	41.553	three	1
125	223.21	111.74	36.733	28.09	two	2
125	193.99	168.96	51.859	41.346	three	1
126	223.12	112.15	36.733	28.09	two	2
126	193.79	169.25	51.859	41.138	three	1
127	223.04	112.57	36.733	28.09	two	2
127	193.58	169.54	51.859	40.93	three	1
128	222.96	112.98	36.733	28.09	two	2
128	193.37	169.83	51.859	40.722	three	1
129	222.87	113.4	36.733	28.09	two	2
129	193.16	170.12	51.859	40.514	three	1
130	222.79	113.82	36.733	28.09	two	2
